Date,Open,High,Low,Close,Adj Close,Volume
2022-04-19,131.74000549316406,131.89999389648438,130.16000366210938,130.3800048828125,130.3800048828125,60447604
2022-04-20,130.0399932861328,130.47999572753906,127.45999908447266,128.4600067138672,128.4600067138672,175601257
2022-04-21,128.4600067138672,130.0800018310547,127.73999786376953,128.5,128.5,58685456
2022-04-22,127.95999908447266,129.32000732421875,127.28800201416016,127.63999938964844,127.63999938964844,76415146
2022-04-25,126.44000244140625,128.3000030517578,125.66000366210938,126.72000122070312,126.72000122070312,102424864
2022-04-26,128.17999267578125,129.0,127.5999984741211,127.69999694824219,127.69999694824219,72147342
